hero1_nick,hero2_nick,weight
HERCULES [GREEK GOD],LOKI [ASGARDIAN],0.016150740242261104
HUMAN TORCH,"MOY, ALYSSA",0.016150740242261104
HERCULES [GREEK GOD],PLUTO [OLYMPIAN],0.016150740242261104
CAPTAIN MARVEL II,ENCHANTRESS,0.016150740242261104
DR. OCTOPUS,LIZARD,0.016150740242261104
FERAL,GIDEON,0.016150740242261104
METEORITE,SLITHER,0.016150740242261104
PARALYZER,SLITHER,0.016150740242261104
DR. SPECTRUM,NIGHTHAWK,0.016150740242261104
HERCULES [GREEK GOD],VIZIER,0.016150740242261104
BLACK KNIGHT V,VALINOR,0.016150740242261104
IRON MAN IV,STORM,0.016150740242261104
CYCLOPS,DR. OCTOPUS,0.016150740242261104
LYJA LAZERFIST [SKRU,PSI-LORD,0.016150740242261104
SCARLET WITCH,SHADOWCAT,0.016150740242261104
HERMOD [ASGARDIAN],HOGUN [ASGARDIAN],0.016150740242261104
ANACONDA,PUFF ADDER,0.016150740242261104
JETSTREAM,ROULETTE II,0.016150740242261104
QUASAR III,SANDMAN,0.016150740242261104
SCARLET WITCH,SCREAMING MIMI,0.016150740242261104
MOON KNIGHT,WASP,0.016150740242261104
BUSHMASTER II,RATTLER,0.016150740242261104
HULK,SPEEDBALL,0.016150740242261104
HERMOD [ASGARDIAN],VOLSTAGG,0.016150740242261104
GAUNTLET,"SUMMERS, NATHAN CHRI",0.016150740242261104
FIXER II,NOMAD III,0.016150740242261104
IRON MAN V,QUICKSILVER,0.016150740242261104
GAUNTLET,MARVEL GIRL,0.016150740242261104
CYCLOPS,GAUNTLET,0.016150740242261104
BETA RAY BILL,LORELEI II,0.016150740242261104
CYCLOPS,"JONES, CHARLOTTE",0.016150740242261104
MOLECULE MAN,WRECKER III,0.016150740242261104
BLACK WIDOW,JUSTICE II,0.016150740242261104
FIRESTAR,"ROSEN, WALTER",0.016150740242261104
PUFF ADDER,ROCK PYTHON,0.016150740242261104
BLACK KNIGHT V,SPIDER-WOMAN II,0.016150740242261104
CYCLOPS,"HUNTER, STEVIE",0.016150740242261104
CAPTAIN AMERICA,RAVONNA LEXUS RENSLA,0.016150740242261104
BOOMER,DEADPOOL,0.016150740242261104
HUMAN TORCH,IRON FIST,0.016150740242261104
CAPTAIN MARVEL,THANOS,0.016150740242261104
GHAUR [DEVIANT],KRO [DEVIANT],0.016150740242261104
JETSTREAM,WHITE QUEEN,0.016150740242261104
BLACK PANTHER,HUNTARA,0.016150740242261104
HERCULES [GREEK GOD],SILVER SURFER,0.016150740242261104
SCARLET WITCH,SPEEDBALL,0.016150740242261104
IRON MAN IV,LIZARD,0.016150740242261104
"PARKER, MAY",SANDMAN,0.016150740242261104
JETSTREAM,TAROT,0.016150740242261104
FANDRAL [ASGARDIAN],SURTUR,0.016150740242261104
IRON MAN IV,MAGNETO,0.016150740242261104
PARIS,ULYSSES II,0.016150740242261104
FIZ [SKRULL],PROFESSOR X,0.016150740242261104
LOCKJAW [INHUMAN],UATU,0.016150740242261104
CAPTAIN MARVEL II,LIVING LIGHTNING,0.016150740242261104
COUNTERWEIGHT,INVISIBLE WOMAN,0.016150740242261104
JUSTICE II,SPIDER-MAN CLONE,0.016150740242261104
ANGEL,JUGGERNAUT,0.016150740242261104
BEAST,NOVA,0.016150740242261104
QUICKSILVER,UATU,0.016150740242261104
PROFESSOR X,SIKORSKY,0.016150740242261104
STORM,THANOS,0.016150740242261104
CAPTAIN AMERICA,MOLE MAN,0.016150740242261104
KA-ZAR,STORM,0.016150740242261104
JOSEPH,MARROW,0.016150740242261104
LILANDRA NERAMANI [S,SUNSPOT,0.016150740242261104
"HUDSON, HEATHER",NOVA,0.016150740242261104
MAGMA,NIGHTCRAWLER,0.016150740242261104
MAGUS,STRONG GUY,0.016150740242261104
"DUGAN, TIMOTHY ALOYI","PIERCE, ALEXANDER GO",0.016150740242261104
CAPTAIN AMERICA,MOTHER NIGHT,0.016150740242261104
"FURY, COL. NICHOLAS ","JAMESON, J. JONAH",0.016150740242261104
MAGUS,STORM,0.016150740242261104
APOCALYPSE,SKIDS,0.016150740242261104
"MADDICKS, ARTHUR ART","TILBY, TRISH",0.016150740242261104
MAGUS,SHE-HULK,0.016150740242261104
NAMORITA,QUASAR III,0.016150740242261104
MAGUS,SCARLET WITCH,0.016150740242261104
CALIBAN,SABRETOOTH,0.016150740242261104
ARON [WATCHER],MS. MARVEL II,0.016150740242261104
MAGUS,ROGUE ,0.016150740242261104
BANSHEE,SIRYN,0.016150740242261104
APOCALYPSE,ROGUE ,0.016150740242261104
BLACK BOLT,DR. DOOM,0.016150740242261104
CERISE II [SHI'AR],SHADOWCAT,0.016150740242261104
DAREDEVIL,"MASTERS, ALICIA REIS",0.016150740242261104
LOKI [ASGARDIAN],WASP,0.016150740242261104
ABSORBING MAN,MOLECULE MAN,0.016150740242261104
HAVOK,MOONDRAGON,0.016150740242261104
INVISIBLE WOMAN,LIGHTSPEED,0.016150740242261104
MAGUS,WONDER MAN,0.016150740242261104
ETERNITY,SCARLET WITCH,0.016150740242261104
FORGOTTEN ONE,KARKAS [DEVIANT],0.016150740242261104
ABSORBING MAN,ROGUE ,0.016150740242261104
BEAST,SPIDER-WOMAN II,0.016150740242261104
SHAMAN,SUB-MARINER,0.016150740242261104
INVISIBLE WOMAN,"POWER, DR. JIM",0.016150740242261104
DIABLO,MR. FANTASTIC,0.016150740242261104
THOR,TRIATHLON,0.016150740242261104
FORGE,SABRETOOTH,0.016150740242261104
ROGUE ,SPIDER-WOMAN II,0.016150740242261104
STINGRAY,VISION ,0.016150740242261104
"CAMPBELL, DR. RORY","MACTAGGERT, MOIRA KI",0.016150740242261104
SKIDS,WOLFSBANE,0.016150740242261104
ICEMAN,UATU,0.016150740242261104
FALCON,INVISIBLE WOMAN,0.016150740242261104
DIABLO,INVISIBLE WOMAN,0.016150740242261104
HAVOK,MR. FANTASTIC,0.016150740242261104
CLOAK,PUNISHER II,0.016150740242261104
DESTROYER III,KARNILLA [ASGARDIAN],0.016150740242261104
BOVA,SCARLET WITCH,0.016150740242261104
ABSORBING MAN,MAGNETO,0.016150740242261104
NIGHTCRAWLER,WRECKER III,0.016150740242261104
"MASTERS, ALICIA REIS",SUB-MARINER,0.016150740242261104
SHADOWCAT,"SUMMERS, NATHAN CHRI",0.016150740242261104
LIVING LIGHTNING,THING,0.016150740242261104
"COLE, WADE","MACON, ANGELO",0.016150740242261104
DAYTRIPPER,WOLFSBANE,0.016150740242261104
INVISIBLE WOMAN,PSI-LORD,0.016150740242261104
EXECUTIONER II,SIF,0.016150740242261104
BRIGHTWIND,CYPHER,0.016150740242261104
CLOAK,GEE,0.016150740242261104
NAMORITA,"ROSEN, WALTER",0.016150740242261104
SETH II,SIF,0.016150740242261104
BULLDOZER,HULK,0.016150740242261104
INVISIBLE WOMAN,IRON FIST,0.016150740242261104
DEVIL-SLAYER,"NORRISS, SISTER BARB",0.016150740242261104
CHARCOAL,MAN-KILLER,0.016150740242261104
BLACK PANTHER,STORM,0.016150740242261104
MAGUS,MARVEL GIRL,0.016150740242261104
BLACK BOLT,UATU,0.016150740242261104
DESTINY II,STORM,0.016150740242261104
"HUDSON, HEATHER",NOVA II,0.016150740242261104
"HUDSON, HEATHER",MAGUS,0.016150740242261104
LILANDRA NERAMANI [S,ORACLE,0.016150740242261104
WASP,WHIZZER,0.016150740242261104
MAGDALENE,VISION ,0.016150740242261104
HAWK,MAN-KILLER,0.016150740242261104
INVISIBLE WOMAN,SERSI,0.016150740242261104
ICEMAN,"JAMESON, J. JONAH",0.016150740242261104
BLOB,SUPER SABRE,0.016150740242261104
HAWK,MADAME MASQUE III,0.016150740242261104
BLACK KING,SHADOWCAT,0.016150740242261104
CALIBAN,WAR,0.016150740242261104
DAREDEVIL,SASQUATCH,0.016150740242261104
NAMORITA,"WING, COLLEEN",0.016150740242261104
ICEMAN,WAR,0.016150740242261104
"MASTERS, ALICIA REIS",SHE-HULK,0.016150740242261104
NAMORITA,WASP,0.016150740242261104
LILANDRA NERAMANI [S,MAGIK,0.016150740242261104
HAWK,LIZARD,0.016150740242261104
LILANDRA NERAMANI [S,MIRAGE II,0.016150740242261104
MAGUS,NOVA,0.016150740242261104
BLACK CAT,"DEWOLFF, JEAN",0.016150740242261104
CANNONBALL II,MULTIPLE MAN,0.016150740242261104
MAGUS,PSYLOCKE,0.016150740242261104
QUICKSILVER,SWORDSMAN,0.016150740242261104
GRIM REAPER,HAWK,0.016150740242261104
"RICHARDS, FRANKLIN B",SUB-MARINER,0.016150740242261104
ARON [WATCHER],LYJA LAZERFIST [SKRU,0.016150740242261104
NIGHTCRAWLER,PILEDRIVER II,0.016150740242261104
CANNONBALL II,SPIDER-MAN,0.016150740242261104
BLOB,CANNONBALL II,0.016150740242261104
SHADOWCAT,THOR,0.016150740242261104
LONGSHOT,SPIRAL,0.016150740242261104
LILANDRA NERAMANI [S,SCARLET WITCH,0.016150740242261104
SHADOWCAT,WONDER MAN,0.016150740242261104
DARKHAWK,THING,0.016150740242261104
NIGHTHAWK,WHIZZER II,0.016150740242261104
"PIERCE, DONALD",WOLVERINE,0.016150740242261104
SPEEDBALL II,SPIDER-MAN CLONE,0.016150740242261104
ATTUMA,CAPTAIN AMERICA,0.016150740242261104
ANT-MAN,BLACK GOLIATH,0.016150740242261104
STUNNER,"WATSON-PARKER, MARY ",0.016150740242261104
DARKHAWK,USAGENT,0.016150740242261104
APOCALYPSE,OZYMANDIAS,0.016150740242261104
"BLAKE, BECKY","GLENN, HEATHER",0.016150740242261104
STRYFE,WOLVERINE,0.016150740242261104
ANT-MAN,COLOSSUS II,0.016150740242261104
AJAX,PARIS,0.016150740242261104
LIBRA,MANTIS,0.016150740242261104
ASP II,RATTLER,0.016150740242261104
MEPHISTO,MR. FANTASTIC,0.016150740242261104
CALIBAN,WOLVERINE,0.016150740242261104
ASP II,BUSHMASTER II,0.016150740242261104
SETH II,VOLSTAGG,0.016150740242261104
BLACK KING,MAGIK,0.016150740242261104
NIGHTCRAWLER,THUNDERBALL,0.016150740242261104
BISHOP ,FORGE,0.016150740242261104
"GYRICH, HENRY PETER",QUICKSILVER,0.016150740242261104
"GYRICH, HENRY PETER",HULK,0.016150740242261104
CANNONBALL II,LILANDRA NERAMANI [S,0.016150740242261104
NORTHSTAR,THING,0.016150740242261104
DAZZLER II,THING,0.016150740242261104
"DIAMOND, BOB","WING, COLLEEN",0.016150740242261104
PROFESSOR X,SABRETOOTH,0.016150740242261104
NORTHSTAR,SUB-MARINER,0.016150740242261104
LIZARD,THOR,0.016150740242261104
BLACK PANTHER,PSI-LORD,0.016150740242261104
BLACK GOLIATH,THING,0.016150740242261104
CAPTAIN AMERICA,"PARKER, MAY",0.016150740242261104
BEAST,"JONES, RICHARD MILHO",0.016150740242261104
"CAMPBELL, DR. RORY",SHADOWCAT,0.016150740242261104
SKIDS,WARLOCK III,0.016150740242261104
HAVOK,THUNDERSTRIKE,0.016150740242261104
MAGIK,SELENE,0.016150740242261104
INVISIBLE WOMAN,"PARKER, MAY",0.016150740242261104
CATSEYE,JETSTREAM,0.016150740242261104
CATSEYE,WHITE QUEEN,0.016150740242261104
BEAST,ENCHANTRESS,0.016150740242261104
ARRANGER,"URICH, BEN",0.016150740242261104
MOCKINGBIRD,ULTRON,0.016150740242261104
IRON FIST,"MEACHUM, JOY",0.016150740242261104
DARKHAWK,HERCULES [GREEK GOD],0.016150740242261104
ANNIHILUS,"RICHARDS, FRANKLIN B",0.016150740242261104
DARKHAWK,LIVING LIGHTNING,0.016150740242261104
"NORRISS, JACK",WONG,0.016150740242261104
FRIGGA,HERMOD [ASGARDIAN],0.016150740242261104
ABSORBING MAN,COLOSSUS II,0.016150740242261104
"NELSON, DEBBIE HARRI","PAGE, KAREN",0.016150740242261104
QUICKSILVER,"RICHARDS, FRANKLIN B",0.016150740242261104
CITIZEN V II,CRIMSON COWL II,0.016150740242261104
"GREY, DR. JOHN",MARVEL GIRL,0.016150740242261104
MAKKARI,"TANAKA, KENJIRO",0.016150740242261104
PHARAOH RAMA-TUT,USAGENT,0.016150740242261104
PROFESSOR X,RICTOR,0.016150740242261104
DIAMONDBACK II,"JARVIS, EDWIN ",0.016150740242261104
DAZZLER II,MARVEL GIRL,0.016150740242261104
BLOB,MAGNETO,0.016150740242261104
"KINCAID, DR. JANE FO","KINCAID, DR. KEITH",0.016150740242261104
CITIZEN V II,HAWK,0.016150740242261104
CAPTAIN AMERICA,MOON KNIGHT,0.016150740242261104
"GREY, DR. JOHN",PROFESSOR X,0.016150740242261104
ANGEL,MAGUS,0.016150740242261104
DEATHBIRD [SHI'AR],WOLVERINE,0.016150740242261104
CLOAK,COUNTERWEIGHT II,0.016150740242261104
MAXIMUS [INHUMAN],TIMBERIUS,0.016150740242261104
NIGHTCRAWLER,SUNDER,0.016150740242261104
ICEMAN,QUASAR III,0.016150740242261104
GAMBIT,MR. SINISTER,0.016150740242261104
QUASAR III,WARLOCK II,0.016150740242261104
NOMAD III,"STERMAN, ANDREA ANDI",0.016150740242261104
NORTHSTAR,SHE-HULK,0.016150740242261104
ANGEL,DRAX,0.016150740242261104
JUBILEE,NIGHTCRAWLER,0.016150740242261104
THOR II,VOLSTAGG,0.016150740242261104
ANGEL,SHAMAN,0.016150740242261104
PROFESSOR X,UNUS THE UNTOUCHABLE,0.016150740242261104
LILANDRA NERAMANI [S,WOLFSBANE,0.016150740242261104
FORGE,RICTOR,0.016150740242261104
MAGNETO,SCANNER II,0.016150740242261104
LIZARD,"ROBERTSON, JOE",0.016150740242261104
CAPTAIN AMERICA,NIGHTSHADE,0.016150740242261104
DAREDEVIL,FIRESTAR,0.016150740242261104
DIAMONDBACK II,"ROSENTHAL, BERNIE",0.016150740242261104
ABSORBING MAN,STORM,0.016150740242261104
ICEMAN,SIRYN,0.016150740242261104
PROFESSOR X,TOAD,0.016150740242261104
DIAMOND LIL,GUARDIAN,0.016150740242261104
PROFESSOR X,THUNDERSTRIKE,0.016150740242261104
ANGEL,UATU,0.016150740242261104
INVISIBLE WOMAN,"MOY, ALYSSA",0.016150740242261104
ANGEL,SUB-MARINER,0.016150740242261104
MYSTIQUE,WOLFSBANE,0.016150740242261104
MYSTIQUE,WILD CHILD,0.016150740242261104
CENTURY,RECORDER II,0.016150740242261104
BEAST,MR. SINISTER,0.016150740242261104
ABSORBING MAN,DR. DOOM,0.016150740242261104
"ROBERTSON, JOE","YIN, ANGELA",0.016150740242261104
ANGEL,DESTINY II,0.016150740242261104
MAGNETO,PHOENIX III,0.016150740242261104
CLEA,ETERNITY,0.016150740242261104
"COOPER, DR. VALERIE",HAWK,0.014804845222072678
"DUGAN, TIMOTHY ALOYI",REDWING,0.014804845222072678
POLARIS,SHATTERSTAR II,0.014804845222072678
ABSORBING MAN,PROFESSOR X,0.014804845222072678
CAPTAIN MARVEL,ELYSIUS,0.014804845222072678
"JARVIS, EDWIN ",LOKI [ASGARDIAN],0.014804845222072678
"CLARKE, GENERAL JERE",MURMUR II,0.014804845222072678
CAPTAIN MARVEL,THING,0.014804845222072678
DR. STRANGE,"HUDSON, HEATHER",0.014804845222072678
SHADOW KING,WOLVERINE,0.014804845222072678
ICEMAN,SPEEDBALL,0.014804845222072678
MOCKINGBIRD,SERSI,0.014804845222072678
DR. OCTOPUS,SHE-HULK,0.014804845222072678
SPRITE,THENA,0.014804845222072678
MR. FANTASTIC,SERSI,0.014804845222072678
MAGNETO,MASTERMIND,0.014804845222072678
"JARVIS, EDWIN ",WOLVERINE,0.014804845222072678
INVISIBLE WOMAN,MARVEL GIRL II,0.014804845222072678
EENY,WOLVERINE,0.014804845222072678
MARROW,POLARIS,0.014804845222072678
GAMBIT | MUTANT X-VE,ICE-MAN | MUTANT X-V,0.014804845222072678
SASQUATCH,SPIDER-MAN,0.014804845222072678
"CLARKE, GENERAL JERE",RADIUS,0.014804845222072678
BOVA,"URSULA, LADY",0.014804845222072678
BLACK PANTHER,UATU,0.014804845222072678
GAMBIT | MUTANT X-VE,HAVOK,0.014804845222072678
"CUSHING, KATE","ROBERTSON, RANDY",0.014804845222072678
POLARIS,SASQUATCH,0.014804845222072678
SHE-HULK,THUNDERBALL,0.014804845222072678
BULLDOZER,NIGHTCRAWLER,0.014804845222072678
DR. OCTOPUS,STORM,0.014804845222072678
"HOPKINS, STEVE","WHITMAN, DEBRA",0.014804845222072678
"CUSHING, KATE","ROBERTSON, AMANDA",0.014804845222072678
NOMAD III,POWER MAN,0.014804845222072678
MR. FANTASTIC,SHAMAN,0.014804845222072678
IRON MAN IV,WRECKER III,0.014804845222072678
GENII,HARVEST,0.014804845222072678
BLACK BOLT,TIMBERIUS,0.014804845222072678
POLARIS,QUASAR III,0.014804845222072678
ELECTRO,MYSTERIO,0.014804845222072678
ANT-MAN II,IRON FIST,0.014804845222072678
"NELSON, FRANKLIN FOG","TOWER, BLAKE",0.014804845222072678
GEE,SPIDER-MAN CLONE,0.014804845222072678
DR. SPECTRUM,THOR,0.014804845222072678
BLACK KNIGHT V,THENA,0.014804845222072678
CAPTAIN AMERICA,MEPHISTO,0.014804845222072678
INVISIBLE WOMAN,LIVING LIGHTNING,0.014804845222072678
CYCLOPS,ENCHANTRESS,0.014804845222072678
GALACTUS,MAGNETO,0.014804845222072678
"MASTERS, ALICIA REIS",UATU,0.014804845222072678
BLACK BOLT,"RICHARDS, FRANKLIN B",0.014804845222072678
CYCLOPS,GAMORA,0.014804845222072678
"MOREAU, PHILLIP",PIPELINE,0.014804845222072678
LOCKJAW [INHUMAN],WASP,0.014804845222072678
ELECTRO,HOBGOBLIN V,0.014804845222072678
ROGUE ,WRECKER III,0.014804845222072678
DARKHAWK,SILHOUETTE,0.014804845222072678
BEAST,"REYES, DR. CECELIA",0.014804845222072678
HULK,ULTRON,0.014804845222072678
GALACTUS,LIZARD,0.014804845222072678
MOON KNIGHT,SHE-HULK,0.014804845222072678
BEDLAM,SIRYN,0.014804845222072678
ICEMAN,THUNDERSTRIKE,0.014804845222072678
EGO,THOR,0.014804845222072678
DEATHBIRD [SHI'AR],MARVEL GIRL,0.014804845222072678
BLACK WIDOW,DR. DOOM,0.014804845222072678
IRON MAN IV,"SONDHEIM, ERICA",0.014804845222072678
CHAMELEON,"THOMPSON, EUGENE FLA",0.014804845222072678
HAVOK,MASTERMIND,0.014804845222072678
"O'BRIEN, MICHAEL",QUASAR III,0.014804845222072678
GAMBIT,MR. FANTASTIC,0.014804845222072678
IRON MAN IV,WHIPLASH,0.014804845222072678
SUNSPOT,VANISHER,0.014804845222072678
HULK,SPIDER-WOMAN II,0.014804845222072678
CAPTAIN AMERICA,HYPERION,0.014804845222072678
"JARVIS, EDWIN ",RED SKULL,0.014804845222072678
DEATH,VISION ,0.014804845222072678
GAMBIT,HULK,0.014804845222072678
GALACTUS,IRON MAN IV,0.014804845222072678
DR. STRANGE,ENCHANTRESS,0.014804845222072678
"HALLER, GABRIELLE",MAGNETO,0.014804845222072678
"NEWMARK, LOTUS",WONDER MAN,0.014804845222072678
WARLOCK II,WONDER MAN,0.014804845222072678
HAVOK,MAGUS,0.014804845222072678
"COOPER, DR. VALERIE",ICEMAN,0.014804845222072678
DR. OCTOPUS,WRECKER III,0.014804845222072678
HERCULES [GREEK GOD],"STEELE, MARCY MASTER",0.014804845222072678
BANSHEE,DAYTRIPPER,0.014804845222072678
ELECTRO,"ROBERTSON, JOE",0.014804845222072678
LEECH,"TILBY, TRISH",0.014804845222072678
ICEMAN,UNUS THE UNTOUCHABLE,0.014804845222072678
DR. OCTOPUS,WASP,0.014804845222072678
FER DE LANCE,RATTLER,0.014804845222072678
CYCLOPS,DESTINY II,0.014804845222072678
SILVER SURFER,WONG,0.014804845222072678
DR. OCTOPUS,WOLVERINE,0.014804845222072678
DR. STRANGE,DRACULA,0.014804845222072678
IRON MAN IV,THUNDERBALL,0.014804845222072678
"CHANG, IMEI",CLEA,0.014804845222072678
ANGEL,MR. SINISTER,0.014804845222072678
RED SKULL,REDWING,0.014804845222072678
MIRAGE II,TAROT,0.014804845222072678
GAMORA,SASQUATCH,0.014804845222072678
ANT-MAN II,VISION ,0.014804845222072678
"LE FEY, MORGAN",SPIDER-WOMAN,0.014804845222072678
NIGHTCRAWLER,WARLOCK III,0.014804845222072678
HOBGOBLIN V,"URICH, BEN",0.014804845222072678
CANNONBALL II,CAPTAIN AMERICA,0.014804845222072678
HULK,LIZARD,0.014804845222072678
CAPTAIN AMERICA,WHIZZER II,0.014804845222072678
WOLVERINE,WRECKER III,0.014804845222072678
ETERNITY,THING,0.014804845222072678
HULK,LIVING LIGHTNING,0.014804845222072678
DRAX,HAVOK,0.014804845222072678
NIGHTCRAWLER,VISION ,0.014804845222072678
DAZZLER II,INVISIBLE WOMAN,0.014804845222072678
"DUGAN, TIMOTHY ALOYI",VISION ,0.014804845222072678
BOVA,MAN-BEAST,0.014804845222072678
"HARKNESS, AGATHA",MOONDRAGON,0.014804845222072678
"OSBORN, HARRY",SHA SHAN,0.014804845222072678
ROGUE ,THUNDERBIRD II,0.014804845222072678
BEETLE,MAN-KILLER,0.014804845222072678
ANGEL,THUNDERSTRIKE,0.014804845222072678
"HUDSON, HEATHER",ICEMAN,0.014804845222072678
ABSORBING MAN,LIZARD,0.014804845222072678
OZYMANDIAS,"SUMMERS, NATHAN CHRI",0.014804845222072678
DRAX,"HUDSON, HEATHER",0.014804845222072678
AMPHIBIUS,BARBARUS,0.014804845222072678
"WALTERS, BILLY","WATSON, ANNA",0.014804845222072678
HOBGOBLIN V,"LEEDS, BETTY BRANT",0.014804845222072678
LIVING LIGHTNING,STRONG GUY,0.014804845222072678
BEAST,NIGHTHAWK II,0.014804845222072678
MOONDRAGON,SHAMAN,0.014804845222072678
"CHENEY, LILA",WOLFSBANE,0.014804845222072678
GAMORA,WOLVERINE,0.014804845222072678
PYRO,SUPER SABRE,0.014804845222072678
MR. FANTASTIC,PILEDRIVER II,0.014804845222072678
LIVING LIGHTNING,STORM,0.014804845222072678
"KNIGHT, MISTY","MARRS(-PAYNE), PHOEB",0.014804845222072678
NIGHTCRAWLER,WHITE QUEEN,0.014804845222072678
SAURON,STORM,0.014804845222072678
"JARVIS, EDWIN ",MANTIS,0.014804845222072678
POWER MAN,SPIDER-MAN,0.014804845222072678
HOBGOBLIN V,MYSTERIO,0.014804845222072678
APOCALYPSE,WAR,0.014804845222072678
ULIK,VOLSTAGG,0.014804845222072678
DR. STRANGE,UATU,0.014804845222072678
ROGUE ,SUNDER,0.014804845222072678
"BOWEN, FATHER MICHAE","NALES, DET. REBECCA ",0.014804845222072678
ROGUE ,THANOS,0.014804845222072678
OKOYE,ZURI,0.014804845222072678
APOCALYPSE,COLOSSUS II,0.014804845222072678
SERSI,THING,0.014804845222072678
"JAMESON, J. JONAH",KAINE,0.014804845222072678
SWORDSMAN,WASP,0.014804845222072678
"JAMESON, J. JONAH",KRAVEN THE HUNTER,0.014804845222072678
HULK,IRONCLAD,0.014804845222072678
THOR,USAGENT,0.014804845222072678
"JAMESON, J. JONAH","LEWIS, SHIRLEY WASHI",0.014804845222072678
LIVING LIGHTNING,NOVA,0.014804845222072678
GAMORA,NOVA,0.014804845222072678
LIVING LIGHTNING,SASQUATCH,0.014804845222072678
ABSORBING MAN,IRON MAN IV,0.014804845222072678
DAZZLER II,MR. FANTASTIC,0.014804845222072678
LIVING LIGHTNING,ROGUE ,0.014804845222072678
BLACK CAT,"URICH, BEN",0.014804845222072678
NIGHTCRAWLER,"SZARDOS, MARGALI",0.014804845222072678
MISTER HYDE,"NELSON, FRANKLIN FOG",0.014804845222072678
CITIZEN V II,"ROSENTHAL, BERNIE",0.014804845222072678
TANA NILE,VOLSTAGG,0.014804845222072678
ARRANGER,"MERCADO, JOY",0.014804845222072678
ANGEL,SUNFIRE,0.014804845222072678
SPEEDBALL,USAGENT,0.014804845222072678
FIRESTAR,SPIDER-MAN CLONE,0.014804845222072678
BANSHEE,"KNIGHT, MISTY",0.014804845222072678
ANGEL,THUNDERBIRD II,0.014804845222072678
ETERNITY,WARLOCK II,0.014804845222072678
LIVING LIGHTNING,MOCKINGBIRD,0.014804845222072678
"CORTEZ, FABIAN","VOGHT, AMELIA",0.014804845222072678
DAZZLER II,MALICE IV,0.014804845222072678
ARRANGER,PUNISHER II,0.014804845222072678
BLACK PANTHER,COLLECTOR,0.014804845222072678
MARVEL GIRL,"SUMMERS, MADELYNE MA",0.014804845222072678
CAPTAIN AMERICA,TRITON,0.014804845222072678
"HODGE, CAMERON","TILBY, TRISH",0.014804845222072678
"LUBENSKI, NATE","PALERMO, VICTOR",0.014804845222072678
"HARKNESS, AGATHA",PHARAOH RAMA-TUT,0.014804845222072678
APOCALYPSE,FAMINE,0.014804845222072678
NIGHTCRAWLER,TIGRA,0.014804845222072678
"LUBENSKI, NATE","PALERMO, HARRIET ROS",0.014804845222072678
"KINCAID, DR. KEITH",SIF,0.014804845222072678
JUGGERNAUT,SIRYN,0.014804845222072678
GAMORA,"HUDSON, HEATHER",0.014804845222072678
ASP II,COTTONMOUTH II,0.014804845222072678
"LUMPKIN, WILLIAM WIL",MR. FANTASTIC,0.014804845222072678
MARVEL GIRL II,THING,0.014804845222072678
SPEEDBALL,THUNDERSTRIKE,0.014804845222072678
BOOMER,MYSTIQUE,0.014804845222072678
"HUDSON, HEATHER",WARLOCK II,0.014804845222072678
ROGUE ,SHAMAN,0.014804845222072678
DEATH,GALACTUS,0.014804845222072678
MR. FANTASTIC,"ROBERTSON, JOE",0.014804845222072678
FRENCHIE,SPIDER-MAN,0.014804845222072678
GALACTUS,NOVA,0.014804845222072678
DEATH,DRAX,0.014804845222072678
MR. FANTASTIC,"RICHARDS, NATHANIEL",0.014804845222072678
POLARIS,SUNFIRE,0.014804845222072678
ARAGORN,BLACK KNIGHT V,0.014804845222072678
HULK,PIP,0.014804845222072678
BUSHMASTER II,DIAMONDBACK II,0.014804845222072678
HAMMERHEAD,"PARKER, MAY",0.014804845222072678
STORM,WRECKER III,0.014804845222072678
BLACK MAMBA,BUSHMASTER II,0.014804845222072678
"JAMESON, J. JONAH",SCORPION,0.014804845222072678
AJAX,"BANNER, BETTY ROSS T",0.014804845222072678
DR. OCTOPUS,ROGUE ,0.014804845222072678
ROGUE ,VOLCANA,0.014804845222072678
"DUGAN, TIMOTHY ALOYI",SCARLET WITCH,0.014804845222072678
"FORRESTER, CAPT. ALE",WOLVERINE,0.014804845222072678
MAGMA,TAROT,0.014804845222072678
SETH II,THOR,0.014804845222072678
HIGH EVOLUTIONARY,ODIN [ASGARDIAN],0.014804845222072678
"BANNER, BETTY ROSS T",BEREET,0.014804845222072678
ANACONDA,FER DE LANCE,0.014804845222072678
CAPTAIN AMERICA,MACHINE MAN,0.014804845222072678
"GATOR, LORD",HIGH EVOLUTIONARY,0.014804845222072678
SPIRAL,WOLVERINE,0.014804845222072678
HIGH EVOLUTIONARY,"RAM, SIR",0.014804845222072678
DRAX,ISAAC,0.014804845222072678
SCANNER II,"VOGHT, AMELIA",0.014804845222072678
KINGPIN,LOKI [ASGARDIAN],0.014804845222072678
SCANNER II,UNUSCIONE,0.014804845222072678
HULK,SANDMAN,0.014804845222072678
BOOMER,MASQUE,0.014804845222072678
ICEMAN,WHITE QUEEN,0.014804845222072678
MAGMA,THUNDERBIRD II,0.014804845222072678
"MASTERS, ALICIA REIS",WONDER MAN,0.014804845222072678
EENY,MARROW,0.014804845222072678
"FIELSTEIN, FIREWORKS","JACKSON, ANDREW JOCK",0.014804845222072678
BLOB,"COOPER, DR. VALERIE",0.014804845222072678
BOOMER,ROGUE ,0.014804845222072678
THOR,WHIZZER II,0.014804845222072678
DR. STRANGE,SERSI,0.014804845222072678
BLACK MAMBA,RATTLER,0.014804845222072678
